id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
EZYV21574,Europa,Mestrado,N,S,1553,1930,Oeste,15730.24,Ano,S,Aprovado,antiga,baixo,3
EZYV3880,Ásia,Ensino Superior,S,N,2748,1911,Oeste,56545.15,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV8236,Ásia,Mestrado,S,N,106,1999,Nordeste,221.1209,Hora,S,Aprovado,nova,baixo,2
EZYV22969,Ásia,Ensino Superior,N,N,2953,1998,Sul,58379.86,Ano,S,Aprovado,nova,medio_baixo,4
EZYV7737,Ásia,Mestrado,N,N,2793,2009,Nordeste,108.664,Hora,S,Aprovado,nova,baixo,4
EZYV3869,Europa,Doutorado,N,S,467,1991,Oeste,63059.1,Ano,S,Aprovado,intermediaria,medio_baixo,3
EZYV10097,Ásia,Ensino Médio,N,N,2803,1929,Meio-Oeste,71538.02,Ano,S,Negado,antiga,medio_alto,4
EZYV10616,Ásia,Mestrado,S,N,4364,2014,Nordeste,74899.15,Ano,N,Aprovado,nova,medio_alto,2
EZYV11907,América do Norte,Ensino Superior,N,N,5543,2002,Sul,61761.32,Ano,S,Negado,nova,medio_baixo,4
EZYV24703,Ásia,Ensino Superior,N,N,1566,1929,Sul,113.236,Hora,S,Negado,antiga,baixo,4
EZYV17581,Ásia,Ensino Superior,N,N,4498,1977,Sul,781.1354,Hora,S,Negado,intermediaria,baixo,4
EZYV9978,Ásia,Mestrado,N,N,4392,1969,Sul,78690.95,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV9930,América do Norte,Ensino Médio,S,N,1368,2001,Oeste,236.861,Hora,S,Negado,nova,baixo,2
EZYV2393,Ásia,Ensino Médio,S,N,4722,2006,Meio-Oeste,91127.7,Ano,S,Aprovado,nova,medio_alto,2
EZYV11488,América do Norte,Mestrado,S,N,2193,1969,Nordeste,66487.69,Semana,S,Negado,intermediaria,medio_baixo,2
EZYV16025,América do Norte,Mestrado,S,N,2551,1940,Sul,95811.27,Ano,N,Aprovado,antiga,medio_alto,2
EZYV8930,América do Norte,Doutorado,N,N,654,2007,Sul,75036.41,Ano,S,Aprovado,nova,medio_alto,4
EZYV12338,Ásia,Ensino Superior,S,N,1105,2011,Oeste,59572.36,Ano,S,Aprovado,nova,medio_baixo,2
EZYV1547,Ásia,Ensino Superior,S,N,2034,2010,Oeste,96683.52,Ano,S,Aprovado,nova,medio_alto,2
EZYV8694,Ásia,Ensino Superior,N,N,542,1963,Nordeste,55105.86,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV17364,Ásia,Ensino Superior,N,N,2622,2005,Meio-Oeste,94791.93,Ano,S,Aprovado,nova,medio_alto,4
EZYV22060,Ásia,Mestrado,S,N,3013,2005,Oeste,82382.24,Ano,S,Aprovado,nova,medio_alto,2
EZYV16523,Ásia,Ensino Superior,N,N,132,1998,Nordeste,344.4388,Hora,S,Aprovado,nova,baixo,4
EZYV12963,Ásia,Mestrado,S,N,3388,1847,Sul,90920.57,Ano,S,Aprovado,antiga,medio_alto,2
EZYV2530,Ásia,Mestrado,S,N,3465,2012,Nordeste,139492.33,Ano,S,Aprovado,nova,alto,2
EZYV15783,Ásia,Mestrado,N,N,1514,1971,Oeste,33599.78,Ano,S,Negado,intermediaria,baixo,4
EZYV7432,Ásia,Ensino Superior,S,N,2431,1999,Nordeste,78726.17,Ano,S,Aprovado,nova,medio_alto,2
EZYV20238,América do Norte,Ensino Superior,N,N,3002,2015,Oeste,439.1963,Hora,S,Negado,nova,baixo,4
EZYV15792,América do Norte,Ensino Superior,N,N,302,1936,Sul,80243.94,Ano,S,Negado,antiga,medio_alto,4
EZYV25359,Ásia,Ensino Superior,N,N,4423,2004,Sul,126778.92,Ano,S,Aprovado,nova,alto,4
EZYV5799,Ásia,Mestrado,S,N,4785,2007,Sul,66894.66,Ano,S,Aprovado,nova,medio_baixo,2
EZYV8940,Europa,Ensino Superior,S,N,1786,1907,Nordeste,19214.4,Ano,S,Aprovado,antiga,baixo,2
EZYV812,Ásia,Mestrado,S,N,2569,2008,Meio-Oeste,298.8956,Hora,S,Aprovado,nova,baixo,2
EZYV3756,América do Sul,Ensino Superior,S,N,3019,1944,Meio-Oeste,27291.1,Ano,S,Aprovado,antiga,baixo,2
EZYV20818,Ásia,Mestrado,N,S,2156,1970,Sul,73269.74,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV25115,América do Norte,Ensino Superior,S,N,3077,2003,Nordeste,110996.01,Semana,S,Aprovado,nova,alto,2
EZYV24353,Europa,Mestrado,S,S,23612,2004,Nordeste,81167.9,Ano,S,Aprovado,nova,medio_alto,1
EZYV15612,Ásia,Ensino Superior,S,N,2970,1997,Sul,29061.54,Ano,S,Aprovado,nova,baixo,2
EZYV4473,Ásia,Mestrado,S,N,2087,2008,Sul,116073.68,Ano,S,Aprovado,nova,alto,2
EZYV24509,Ásia,Mestrado,N,N,1403,2001,Oeste,73609.5,Ano,S,Negado,nova,medio_alto,4
EZYV2977,América do Norte,Ensino Superior,S,S,2182,1989,Oeste,115225.08,Ano,S,Negado,intermediaria,alto,1
EZYV5248,Ásia,Mestrado,S,N,3564,1996,Meio-Oeste,100743.27,Ano,S,Aprovado,nova,medio_alto,2
EZYV5962,Europa,Ensino Médio,S,N,1545,1998,Oeste,73431.44,Ano,S,Negado,nova,medio_alto,2
EZYV14900,Ásia,Doutorado,S,S,822,2011,Oeste,24694.55,Ano,S,Aprovado,nova,baixo,1
EZYV22284,Ásia,Ensino Médio,S,N,724,2006,Nordeste,54194.37,Ano,S,Aprovado,nova,medio_baixo,2
EZYV17366,Ásia,Mestrado,S,N,1880,2003,Oeste,2949.5,Ano,S,Negado,nova,baixo,2
EZYV19502,América do Norte,Mestrado,N,N,3465,2011,Sul,87568.23,Ano,S,Aprovado,nova,medio_alto,4
EZYV1591,Europa,Doutorado,S,N,2146,2008,Sul,1280.04,Ano,S,Aprovado,nova,baixo,2
EZYV24823,Ásia,Ensino Superior,N,N,2421,1971,Oeste,79221.03,Ano,S,Negado,intermediaria,medio_alto,4
EZYV10090,Ásia,Ensino Superior,N,N,2071,1904,Nordeste,238.0194,Hora,S,Negado,antiga,baixo,4
EZYV14883,Europa,Doutorado,S,N,5468,1997,Sul,4643.31,Ano,S,Aprovado,nova,baixo,2
EZYV7353,América do Norte,Ensino Superior,S,N,1414,2000,Meio-Oeste,38.4261,Hora,S,Negado,nova,baixo,2
EZYV13995,Ásia,Mestrado,N,N,116,1853,Sul,45506.73,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV16694,Ásia,Mestrado,N,N,107,2012,Nordeste,409.975,Hora,S,Negado,nova,baixo,4
EZYV12203,América do Norte,Mestrado,S,N,3031,1994,Sul,71027.76,Ano,N,Aprovado,intermediaria,medio_alto,2
EZYV10336,Ásia,Doutorado,S,N,1283,2013,Nordeste,813.4899,Hora,S,Aprovado,nova,baixo,2
EZYV21114,América do Norte,Ensino Superior,N,N,4685,1994,Sul,153.73,Hora,S,Negado,intermediaria,baixo,4
EZYV7665,Europa,Ensino Superior,N,S,80,2009,Sul,91553.5,Ano,S,Aprovado,nova,medio_alto,3
EZYV11102,Europa,Ensino Superior,N,N,2879,1981,Sul,110905.75,Ano,S,Aprovado,intermediaria,alto,4
EZYV1031,Ásia,Ensino Superior,S,N,1900,1993,Sul,231.1253,Hora,S,Aprovado,intermediaria,baixo,2
EZYV18316,Ásia,Ensino Superior,S,N,2384,1985,Sul,728.9416,Hora,S,Aprovado,intermediaria,baixo,2
EZYV7326,Ásia,Mestrado,S,N,3925,1926,Nordeste,107461.21,Ano,S,Aprovado,antiga,medio_alto,2
EZYV19701,Ásia,Ensino Superior,S,N,1509,1989,Sul,94106.7,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV8863,Europa,Mestrado,N,S,1175,1994,Sul,153101.48,Ano,S,Negado,intermediaria,alto,3
EZYV14193,Ásia,Mestrado,S,N,478,2004,Oeste,66938.54,Ano,S,Aprovado,nova,medio_baixo,2
EZYV1861,Ásia,Mestrado,S,N,1594,1982,Nordeste,16196.86,Ano,N,Aprovado,intermediaria,baixo,2
EZYV6119,Ásia,Mestrado,S,N,4687,1977,Sul,81532.28,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV18292,Ásia,Ensino Superior,S,N,1451,1939,Oeste,133750.85,Ano,S,Aprovado,antiga,alto,2
EZYV1346,Ásia,Ensino Superior,N,N,594472,1887,Oeste,87144.2,Ano,S,Negado,antiga,medio_alto,4
EZYV3477,Ásia,Mestrado,S,N,2482,2002,Nordeste,51019.68,Ano,S,Aprovado,nova,medio_baixo,2
EZYV10159,Ásia,Mestrado,S,N,1096,2007,Meio-Oeste,439.9897,Hora,S,Aprovado,nova,baixo,2
EZYV17913,Europa,Ensino Superior,S,N,128,1985,Nordeste,309.3313,Hora,S,Negado,intermediaria,baixo,2
EZYV23643,Ásia,Ensino Superior,S,N,4023,1958,Oeste,10383.56,Ano,S,Aprovado,intermediaria,baixo,2
EZYV6919,Europa,Ensino Médio,S,N,3807,1985,Oeste,31298.61,Ano,S,Negado,intermediaria,baixo,2
EZYV24861,Europa,Doutorado,S,N,373,1952,Oeste,67313.25,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV3323,Ásia,Mestrado,S,N,4229,2009,Nordeste,70746.04,Ano,S,Aprovado,nova,medio_alto,2
EZYV16615,Ásia,Ensino Superior,S,N,546,1933,Oeste,91416.34,Ano,S,Aprovado,antiga,medio_alto,2
EZYV15904,Europa,Ensino Superior,N,S,920,1986,Oeste,100460.36,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV7061,Ásia,Ensino Superior,S,N,2921,1981,Sul,81971.34,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV10284,Ásia,Mestrado,S,N,641,1984,Meio-Oeste,41305.69,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV22884,Europa,Mestrado,N,N,3354,1898,Oeste,65130.21,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV18448,Ásia,Ensino Superior,N,N,14011,2003,Nordeste,33169.75,Ano,S,Aprovado,nova,baixo,4
EZYV2452,Ásia,Mestrado,S,N,3688,2005,Nordeste,96787.67,Ano,S,Aprovado,nova,medio_alto,2
EZYV23414,Ásia,Ensino Médio,S,N,2715,1858,Meio-Oeste,27.5544,Hora,S,Aprovado,antiga,baixo,2
EZYV12237,Ásia,Ensino Superior,N,S,385,1991,Nordeste,51323.56,Ano,S,Aprovado,intermediaria,medio_baixo,3
EZYV22149,Europa,Ensino Superior,S,N,1495,1936,Nordeste,81108.92,Ano,S,Negado,antiga,medio_alto,2
EZYV25073,Europa,Doutorado,S,S,3906,1992,Nordeste,36400.28,Ano,S,Negado,intermediaria,medio_baixo,1
EZYV22806,América do Norte,Doutorado,S,N,1039,1998,Oeste,43787.17,Ano,S,Negado,nova,medio_baixo,2
EZYV14164,Ásia,Mestrado,S,S,5567,1996,Nordeste,64078.49,Ano,S,Aprovado,nova,medio_baixo,1
EZYV10241,Ásia,Mestrado,S,N,2212,2010,Nordeste,28753.04,Ano,S,Aprovado,nova,baixo,2
EZYV21460,Europa,Mestrado,N,N,534,2005,Nordeste,58332.18,Ano,S,Aprovado,nova,medio_baixo,4
EZYV10412,Ásia,Ensino Superior,S,S,449,2010,Oeste,51505.12,Ano,S,Aprovado,nova,medio_baixo,1
EZYV4102,Ásia,Ensino Médio,N,N,3994,1992,Meio-Oeste,171509.49,Ano,S,Negado,intermediaria,alto,4
EZYV8479,Ásia,Ensino Superior,S,N,5197,1977,Nordeste,42857.83,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV750,Ásia,Mestrado,N,N,1781,1971,Sul,630.2337,Hora,S,Aprovado,intermediaria,baixo,4
EZYV5025,Ásia,Ensino Superior,S,N,1348,1971,Oeste,47894.41,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV17330,Ásia,Ensino Superior,S,N,4908,1974,Sul,84345.49,Ano,N,Negado,intermediaria,medio_alto,2
EZYV13207,Ásia,Ensino Superior,S,N,3638,2005,Nordeste,56467.56,Ano,S,Aprovado,nova,medio_baixo,2
EZYV4407,Ásia,Ensino Superior,S,N,73686,1999,Sul,177.89,Ano,S,Negado,nova,baixo,2
EZYV7927,Ásia,Ensino Superior,S,N,214,1976,Oeste,59987.73,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV12264,Ásia,Mestrado,N,N,1368,2012,Meio-Oeste,40510.79,Ano,S,Aprovado,nova,medio_baixo,4
EZYV2942,Ásia,Mestrado,N,N,4185,2005,Meio-Oeste,133470.92,Ano,S,Negado,nova,alto,4
EZYV11023,Europa,Ensino Superior,S,N,2507,1998,Oeste,90000.77,Ano,S,Aprovado,nova,medio_alto,2
EZYV16479,Ásia,Mestrado,S,N,1029,1998,Nordeste,81421.33,Ano,S,Negado,nova,medio_alto,2
EZYV7218,Ásia,Ensino Superior,N,N,777,1998,Meio-Oeste,81180.73,Ano,S,Aprovado,nova,medio_alto,4
EZYV19809,Europa,Mestrado,N,N,3748,1998,Meio-Oeste,45528.57,Ano,S,Aprovado,nova,medio_baixo,4
EZYV9923,América do Norte,Mestrado,S,N,1415,1998,Oeste,22220.65,Ano,N,Aprovado,nova,baixo,2
EZYV6665,América do Norte,Mestrado,S,N,4196,1934,Oeste,15417.4,Ano,S,Negado,antiga,baixo,2
EZYV14871,Ásia,Ensino Superior,S,N,3916,1963,Nordeste,97389.57,Ano,S,Negado,intermediaria,medio_alto,2
EZYV9171,Ásia,Mestrado,S,N,4532,1985,Oeste,74022.23,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV8415,Ásia,Ensino Superior,S,N,484,1877,Sul,106315.4,Ano,S,Aprovado,antiga,medio_alto,2
EZYV1818,Europa,Ensino Médio,S,S,1248,1999,Sul,35866.23,Ano,S,Aprovado,nova,medio_baixo,1
EZYV25113,Ásia,Ensino Superior,S,N,179,1927,Meio-Oeste,87210.59,Ano,S,Aprovado,antiga,medio_alto,2
EZYV11639,Ásia,Ensino Superior,S,N,1428,2010,Nordeste,77252.41,Ano,S,Negado,nova,medio_alto,2
EZYV12465,Europa,Ensino Médio,N,N,413,2006,Nordeste,16416.7,Ano,S,Negado,nova,baixo,4
EZYV9646,Ásia,Mestrado,S,N,4570,2005,Meio-Oeste,130305.09,Ano,S,Aprovado,nova,alto,2
EZYV19182,América do Norte,Mestrado,S,N,3676,1994,Nordeste,118616.0,Ano,S,Aprovado,intermediaria,alto,2
EZYV18709,Europa,Ensino Superior,N,N,3561,1887,Sul,114563.65,Ano,S,Aprovado,antiga,alto,4
EZYV16775,Ásia,Ensino Superior,N,N,71103,1915,Sul,364.1964,Hora,S,Negado,antiga,baixo,4
EZYV3580,Europa,Ensino Médio,S,N,2343,1990,Oeste,109127.28,Ano,S,Negado,intermediaria,alto,2
EZYV5977,Ásia,Ensino Superior,S,N,5426,1954,Nordeste,72149.04,Ano,S,Negado,intermediaria,medio_alto,2
EZYV3093,Ásia,Ensino Superior,N,N,2634,1962,Meio-Oeste,60706.99,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV10322,Ásia,Ensino Superior,N,N,245,1977,Oeste,20901.58,Ano,S,Negado,intermediaria,baixo,4
EZYV7761,Ásia,Ensino Superior,N,N,1356,1971,Nordeste,735.9425,Hora,S,Negado,intermediaria,baixo,4
EZYV3137,Ásia,Ensino Superior,N,N,2602,2005,Oeste,93477.81,Ano,S,Negado,nova,medio_alto,4
EZYV16733,Europa,Ensino Superior,S,N,2832,1978,Sul,108.8813,Hora,S,Negado,intermediaria,baixo,2
EZYV2444,Ásia,Mestrado,N,N,3130,1994,Meio-Oeste,2100.58,Ano,S,Aprovado,intermediaria,baixo,4
EZYV707,Ásia,Ensino Superior,S,N,1223,1885,Oeste,60065.95,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV24938,Europa,Ensino Superior,S,N,2413,1992,Oeste,44629.62,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV16070,Ásia,Mestrado,S,N,2780,1979,Sul,71322.6,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV3003,Ásia,Mestrado,S,N,727,2003,Sul,5927.29,Ano,S,Aprovado,nova,baixo,2
EZYV16270,América do Norte,Mestrado,S,N,4692,1968,Meio-Oeste,114520.87,Ano,N,Aprovado,intermediaria,alto,2
EZYV8255,Ásia,Mestrado,N,N,2435,2007,Meio-Oeste,138691.53,Ano,N,Aprovado,nova,alto,4
EZYV7876,América do Norte,Mestrado,N,N,480,2008,Nordeste,60362.13,Ano,S,Aprovado,nova,medio_baixo,4
EZYV4101,Ásia,Mestrado,N,N,3066,2008,Sul,160513.08,Ano,N,Negado,nova,alto,4
EZYV18547,Europa,Ensino Superior,S,N,3638,1885,Nordeste,124716.6,Ano,S,Aprovado,antiga,alto,2
EZYV333,América do Sul,Ensino Superior,S,N,2969,1923,Oeste,62586.7,Ano,S,Negado,antiga,medio_baixo,2
EZYV10728,Ásia,Ensino Superior,S,N,423,1981,Sul,32481.43,Ano,S,Aprovado,intermediaria,baixo,2
EZYV8759,Ásia,Mestrado,S,N,34829,1989,Meio-Oeste,88240.1,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV23257,Ásia,Mestrado,S,N,1504,1954,Meio-Oeste,74592.71,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV23792,Ásia,Mestrado,S,N,28870,2000,Sul,102438.68,Ano,N,Aprovado,nova,medio_alto,2
EZYV23329,África,Doutorado,S,N,4909,1999,Nordeste,21505.95,Ano,S,Aprovado,nova,baixo,2
EZYV9788,Ásia,Ensino Médio,S,N,4196,2000,Nordeste,16718.54,Ano,S,Negado,nova,baixo,2
EZYV11611,Ásia,Ensino Médio,S,N,730,2004,Meio-Oeste,94754.87,Ano,S,Negado,nova,medio_alto,2
EZYV22430,Ásia,Ensino Superior,N,S,3723,1976,Nordeste,101300.95,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV3677,Ásia,Ensino Superior,S,N,122,1923,Nordeste,131969.66,Ano,N,Aprovado,antiga,alto,2
EZYV742,Ásia,Ensino Médio,S,N,603,2010,Sul,45833.71,Ano,S,Aprovado,nova,medio_baixo,2
EZYV21897,Ásia,Ensino Superior,S,N,1281,1831,Nordeste,13127.45,Ano,S,Negado,antiga,baixo,2
EZYV2008,Ásia,Ensino Superior,S,N,3245,2007,Oeste,13393.28,Ano,S,Aprovado,nova,baixo,2
EZYV23267,Ásia,Doutorado,S,N,546,2007,Nordeste,38383.38,Ano,S,Aprovado,nova,medio_baixo,2
EZYV23121,Ásia,Mestrado,S,N,4411,1995,Oeste,119900.6,Ano,S,Negado,intermediaria,alto,2
EZYV6671,Europa,Mestrado,S,N,4020,1993,Oeste,85611.8,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV8301,Ásia,Mestrado,S,N,4471,1996,Meio-Oeste,69495.55,Ano,S,Aprovado,nova,medio_baixo,2
EZYV378,Ásia,Mestrado,S,N,2240,2006,Oeste,19525.49,Ano,S,Aprovado,nova,baixo,2
EZYV17525,América do Norte,Ensino Superior,N,N,5586,1850,Nordeste,461.6923,Hora,S,Aprovado,antiga,baixo,4
EZYV262,Ásia,Mestrado,N,S,2854,1843,Nordeste,138642.17,Ano,S,Negado,antiga,alto,3
EZYV22723,Ásia,Mestrado,S,N,2003,2002,Oeste,62710.32,Ano,S,Aprovado,nova,medio_baixo,2
EZYV14635,Ásia,Ensino Médio,N,N,870,1838,Oeste,120380.18,Ano,N,Negado,antiga,alto,4
EZYV15466,Ásia,Ensino Superior,S,N,3131,1982,Meio-Oeste,81354.58,Ano,S,Negado,intermediaria,medio_alto,2
EZYV15279,Ásia,Mestrado,N,N,2445,2005,Meio-Oeste,111414.5,Ano,S,Aprovado,nova,alto,4
EZYV21728,Ásia,Mestrado,S,N,4553,2008,Meio-Oeste,60759.25,Ano,N,Aprovado,nova,medio_baixo,2
EZYV23781,Ásia,Mestrado,S,N,1922,1997,Oeste,84519.72,Ano,S,Aprovado,nova,medio_alto,2
EZYV1614,Ásia,Ensino Superior,S,N,1438,1911,Oeste,133493.49,Ano,S,Aprovado,antiga,alto,2
EZYV12105,Ásia,Mestrado,S,N,1359,1997,Oeste,202237.04,Ano,N,Aprovado,nova,alto,2
EZYV18423,Ásia,Ensino Superior,S,N,1363,2010,Sul,146551.65,Ano,S,Negado,nova,alto,2
EZYV8425,Ásia,Mestrado,N,N,1495,1986,Meio-Oeste,168833.22,Ano,N,Aprovado,intermediaria,alto,4
EZYV2426,Ásia,Mestrado,S,N,3083,2005,Meio-Oeste,80224.21,Ano,S,Aprovado,nova,medio_alto,2
EZYV4765,Europa,Ensino Médio,S,N,3019,2010,Oeste,14861.98,Ano,S,Negado,nova,baixo,2
EZYV14332,América do Norte,Mestrado,N,N,1943,1984,Oeste,39213.12,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV5629,Ásia,Ensino Superior,S,S,2803,2007,Sul,91534.17,Ano,S,Aprovado,nova,medio_alto,1
EZYV7742,América do Norte,Mestrado,S,N,987,1962,Ilha,37963.15,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV21141,Ásia,Mestrado,N,N,3040,2001,Meio-Oeste,97134.47,Ano,S,Aprovado,nova,medio_alto,4
EZYV25263,Ásia,Ensino Superior,N,N,1917,2012,Oeste,66718.75,Ano,S,Negado,nova,medio_baixo,4
EZYV16841,Ásia,Ensino Superior,N,N,39799,2000,Sul,119194.11,Ano,S,Aprovado,nova,alto,4
EZYV2734,Ásia,Ensino Médio,S,N,3296,2009,Sul,32626.78,Ano,S,Negado,nova,baixo,2
EZYV18935,Ásia,Mestrado,N,S,1508,1995,Sul,138093.56,Ano,S,Aprovado,intermediaria,alto,3
EZYV11521,Ásia,Ensino Superior,N,N,1487,1928,Nordeste,67602.95,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV13179,Europa,Ensino Superior,S,N,714,1991,Oeste,62708.56,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV5049,América do Norte,Mestrado,N,N,4310,1822,Sul,115624.13,Ano,N,Aprovado,antiga,alto,4
EZYV24806,Europa,Ensino Médio,N,N,622,1989,Meio-Oeste,37.1854,Hora,S,Aprovado,intermediaria,baixo,4
EZYV8807,Ásia,Mestrado,N,N,550,1999,Sul,13331.45,Ano,S,Aprovado,nova,baixo,4
EZYV6654,Ásia,Ensino Médio,S,N,125,1998,Meio-Oeste,9063.57,Ano,S,Negado,nova,baixo,2
EZYV1612,Ásia,Ensino Superior,N,N,1995,2005,Meio-Oeste,119101.47,Ano,S,Aprovado,nova,alto,4
EZYV90,Ásia,Ensino Superior,S,N,1359,2008,Oeste,140290.16,Ano,S,Aprovado,nova,alto,2
EZYV13234,Ásia,Mestrado,S,N,3832,2003,Meio-Oeste,99803.6,Ano,S,Aprovado,nova,medio_alto,2
EZYV850,África,Mestrado,S,N,1531,2002,Oeste,109611.55,Ano,S,Aprovado,nova,alto,2
EZYV15166,Ásia,Doutorado,S,N,2499,2002,Oeste,119858.41,Ano,S,Aprovado,nova,alto,2
EZYV3180,América do Norte,Doutorado,S,N,1779,2012,Nordeste,40177.92,Ano,S,Aprovado,nova,medio_baixo,2
EZYV20604,Ásia,Mestrado,S,N,2600,1925,Oeste,104543.87,Ano,S,Aprovado,antiga,medio_alto,2
EZYV12222,Ásia,Doutorado,N,N,10738,1853,Meio-Oeste,46727.57,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV12474,Ásia,Mestrado,S,N,4527,2004,Meio-Oeste,86902.89,Ano,S,Aprovado,nova,medio_alto,2
EZYV13712,Ásia,Ensino Superior,S,N,5080,1955,Oeste,75935.68,Ano,S,Negado,intermediaria,medio_alto,2
EZYV10547,Ásia,Ensino Médio,N,N,2237,1989,Meio-Oeste,118151.98,Ano,S,Negado,intermediaria,alto,4
EZYV6067,África,Mestrado,N,N,633,1932,Oeste,40278.62,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV5870,América do Norte,Ensino Superior,N,N,1729,2003,Sul,698.2524,Hora,S,Negado,nova,baixo,4
EZYV6000,Ásia,Mestrado,S,N,1073,2007,Nordeste,86487.83,Ano,S,Aprovado,nova,medio_alto,2
EZYV10566,América do Norte,Mestrado,S,N,2389,1980,Sul,39287.11,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV22564,Ásia,Mestrado,N,N,3173,1898,Ilha,86002.73,Ano,S,Negado,antiga,medio_alto,4
EZYV9549,América do Norte,Ensino Superior,S,N,180,1963,Sul,49701.68,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV24848,Ásia,Mestrado,N,N,289,2000,Ilha,111.11,Hora,S,Negado,nova,baixo,4
EZYV5018,Ásia,Ensino Superior,N,S,334,1999,Sul,67175.1,Ano,S,Aprovado,nova,medio_baixo,3
EZYV6573,Europa,Doutorado,S,N,3020,2005,Nordeste,77088.4,Ano,S,Aprovado,nova,medio_alto,2
EZYV19995,Ásia,Ensino Superior,N,S,3291,2000,Nordeste,141162.58,Mês,S,Aprovado,nova,alto,3
EZYV3868,Ásia,Mestrado,N,S,4074,2012,Nordeste,93176.56,Ano,S,Negado,nova,medio_alto,3
EZYV4555,Ásia,Ensino Superior,S,N,1855,2013,Nordeste,54959.8,Ano,S,Aprovado,nova,medio_baixo,2
EZYV14077,Ásia,Ensino Superior,S,N,303,1998,Sul,64238.39,Ano,S,Aprovado,nova,medio_baixo,2
EZYV14721,Ásia,Doutorado,S,N,797,1909,Meio-Oeste,69071.14,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV23180,Europa,Mestrado,N,N,1776,1993,Sul,49815.99,Ano,N,Aprovado,intermediaria,medio_baixo,4
EZYV3776,África,Doutorado,S,S,3061,1998,Sul,36779.89,Ano,S,Aprovado,nova,medio_baixo,1
EZYV5964,América do Sul,Mestrado,S,N,1826,2011,Nordeste,9885.7,Ano,S,Aprovado,nova,baixo,2
EZYV2806,Ásia,Ensino Médio,S,N,77,1998,Oeste,71051.74,Ano,S,Negado,nova,medio_alto,2
EZYV7308,Ásia,Ensino Superior,N,N,4155,1865,Oeste,424.509,Hora,S,Aprovado,antiga,baixo,4
EZYV4290,Ásia,Ensino Médio,N,N,2297,1999,Meio-Oeste,108404.3,Ano,S,Negado,nova,alto,4
EZYV11767,Ásia,Mestrado,S,N,1939,1985,Meio-Oeste,145870.82,Ano,S,Aprovado,intermediaria,alto,2
EZYV11294,Europa,Doutorado,N,N,2036,2013,Oeste,115933.41,Ano,S,Aprovado,nova,alto,4
EZYV12108,Ásia,Ensino Médio,N,N,1178,2004,Meio-Oeste,104029.6,Ano,S,Negado,nova,medio_alto,4
EZYV10129,Ásia,Mestrado,N,N,3799,1898,Nordeste,111558.49,Ano,S,Aprovado,antiga,alto,4
EZYV4663,Ásia,Mestrado,N,N,2857,1946,Nordeste,225268.13,Ano,N,Negado,intermediaria,alto,4
EZYV343,América do Norte,Ensino Superior,S,N,25805,2002,Sul,25512.46,Ano,S,Aprovado,nova,baixo,2
EZYV12002,Ásia,Mestrado,N,N,2221,1993,Sul,495.294,Hora,S,Negado,intermediaria,baixo,4
EZYV7684,América do Sul,Ensino Superior,S,N,124,2001,Nordeste,95739.15,Ano,S,Negado,nova,medio_alto,2
EZYV5477,Ásia,Ensino Superior,S,N,1987,2009,Nordeste,69768.35,Ano,S,Aprovado,nova,medio_baixo,2
EZYV8420,América do Norte,Mestrado,S,N,613,1840,Meio-Oeste,151276.84,Ano,N,Aprovado,antiga,alto,2
