continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
5,3,0,0,3764,2008,1,102877.5,0,1,1,2,2,4
0,3,1,1,16627,1970,4,226982.69,0,1,1,1,0,1
5,3,1,1,1733,2011,4,83611.3,0,1,1,2,2,1
5,1,0,0,235,2010,2,54544.62,0,1,0,2,3,4
5,3,1,0,105,2004,4,37974.4,0,1,1,2,3,2
5,3,0,0,1501,2007,1,57862.29,0,0,1,2,3,4
2,2,0,0,260,2002,3,41220.0,0,1,1,2,3,4
5,3,0,0,1095,2007,1,86266.11,0,0,0,2,2,4
5,3,1,0,1649,1994,2,36804.4,0,1,1,1,3,2
5,3,0,0,2764,2000,3,150248.77,0,0,1,2,0,4
5,1,1,0,3456,2007,4,115974.56,0,1,0,2,0,2
5,3,1,0,906,2007,4,198565.41,0,0,1,2,0,2
2,1,0,0,26901,1818,3,40387.79,0,1,0,0,3,4
5,3,0,0,1526,2001,1,52960.56,0,0,1,2,3,4
2,0,1,0,2575,1946,2,21661.36,0,1,1,1,1,2
5,1,1,0,6068,1954,3,14512.78,0,1,1,1,1,2
5,3,0,0,972,1995,3,61196.16,0,1,1,1,3,4
5,1,0,0,2395,2000,4,81921.18,0,1,1,2,2,4
5,3,1,0,5337,2007,4,98271.46,0,0,1,2,2,2
2,3,1,1,31,1999,2,55957.34,0,1,1,2,3,1
0,0,1,0,2825,1999,2,137969.16,0,1,1,2,0,2
5,3,0,0,138,1888,2,228.2617,1,1,0,0,1,4
5,3,0,0,2896,1962,3,80708.9,0,1,0,1,2,4
0,3,1,0,2405,2010,1,147314.23,0,1,1,2,0,2
2,3,1,0,1408,1978,4,19201.99,0,1,1,1,1,2
0,3,1,0,2786,2008,2,128346.48,0,0,1,2,0,2
2,2,1,0,2519,2001,3,131136.69,0,1,1,2,0,2
5,2,1,1,932,2001,3,152018.72,0,1,1,2,0,1
0,2,0,0,1926,2006,4,404.4565,1,1,1,2,1,4
5,3,1,0,3691,2001,4,147017.69,0,1,1,2,0,2
0,0,0,0,76,1989,1,7280.73,0,1,1,1,1,4
5,3,1,0,2353,1997,1,70403.0,0,1,1,2,2,2
5,0,1,0,5892,2001,4,62327.54,0,0,1,2,3,2
5,0,1,0,2560,1997,3,230916.64,0,1,1,2,0,2
5,3,1,0,4285,1974,3,95772.64,0,1,1,1,2,2
5,2,1,0,3832,1983,1,129319.09,0,1,1,1,0,2
5,1,0,1,61,1949,4,798.4925,1,1,0,1,1,3
2,2,0,1,1237,1972,4,129105.3,0,1,1,1,0,3
2,0,0,0,24,2001,3,27026.49,0,1,1,2,1,4
5,3,0,0,1133,1995,2,52119.73,0,1,0,1,3,4
4,3,1,0,4045,1991,3,46302.56,0,1,1,1,3,2
5,1,1,1,3755,2011,2,72124.54,0,1,0,2,2,1
5,3,0,0,801,1945,1,128078.97,0,1,1,0,0,4
5,3,1,0,4170,1885,2,42426.36,0,1,1,0,3,2
5,2,0,0,2275,2012,3,55115.43,0,1,1,2,3,4
5,2,0,0,1410,2007,2,70628.78,0,1,0,2,2,4
5,2,0,0,5590,1995,1,95131.37,0,1,1,1,2,4
5,2,1,0,1550,1996,3,148394.16,0,1,1,2,0,2
5,2,1,0,1617,1999,4,105562.35,0,1,0,2,2,2
5,3,1,0,2822,1911,4,98263.2,0,1,1,0,2,2
5,3,1,0,1086,2009,1,64357.58,0,1,1,2,3,2
5,0,0,0,1876,1996,2,28759.98,0,1,1,2,1,4
0,2,1,0,7778,1968,2,115183.3,0,1,1,1,0,2
5,3,1,0,3811,2007,2,166173.82,0,1,1,2,0,2
0,3,1,0,751,1996,3,195855.82,0,0,1,2,0,2
5,2,0,0,2087,2007,2,55777.72,0,1,1,2,3,4
5,2,1,0,6272,1975,2,125311.45,0,1,1,1,0,2
5,3,1,0,2745,2015,1,107614.59,0,1,1,2,0,2
5,0,1,1,379,1845,3,11884.85,0,1,1,0,1,1
5,3,1,0,910,2010,4,51251.35,0,0,0,2,3,2
5,3,1,0,1199,1855,1,72104.01,0,1,1,0,2,2
5,2,0,0,3090,1889,3,122330.0,0,1,0,0,0,4
5,3,1,0,3537,1998,3,36123.48,0,1,1,2,3,2
5,2,1,0,5563,1838,2,86506.05,0,1,1,0,2,2
5,3,0,0,857,2013,4,46047.5,0,1,1,2,3,4
5,2,1,0,3518,1949,2,122565.13,0,1,1,1,0,2
0,2,1,0,4514,1993,4,88205.72,0,1,1,1,2,2
0,3,1,0,2729,1976,3,234406.36,3,1,1,1,0,2
2,2,1,0,1508,2006,4,51448.54,0,1,1,2,3,2
5,3,1,0,3260,1978,4,97836.17,0,1,1,1,2,2
5,2,0,0,3995,2002,2,65416.47,0,1,1,2,3,4
5,3,0,0,2189,2005,1,136362.84,0,1,1,2,0,4
5,2,1,0,102284,2008,3,204.8606,1,1,0,2,1,2
5,3,1,0,2207,2012,2,158578.79,0,0,0,2,0,2
5,3,0,0,4094,1993,4,641.4029,1,1,0,1,1,4
5,2,1,0,4273,1884,1,149023.92,0,1,1,0,0,2
2,2,1,0,878,1966,1,58800.76,0,1,1,1,3,2
1,1,1,0,4670,1954,3,118879.59,0,1,0,1,0,2
4,2,0,1,341,1870,3,60003.26,0,1,1,0,3,3
5,3,1,1,5743,2001,3,139640.89,0,1,1,2,0,1
5,3,1,0,5863,1991,2,170011.67,0,1,1,1,0,2
5,2,1,0,1527,1854,3,99761.72,0,1,1,0,2,2
5,3,0,1,3415,1991,4,104348.31,0,1,1,1,2,3
5,3,1,1,2759,2008,4,111533.44,0,1,1,2,0,1
5,0,0,0,3372,1920,1,49837.44,0,1,1,0,3,4
2,1,0,0,5208,1895,3,7223.17,0,1,1,0,1,4
2,2,1,1,44069,2006,3,134350.49,0,1,1,2,0,1
5,2,0,0,237,2016,2,83780.23,0,1,0,2,2,4
5,3,0,0,2663,1907,4,326.0929,1,1,0,0,1,4
5,0,1,0,2683,1982,2,66566.56,0,1,1,1,3,2
5,2,0,0,696,1991,4,794.3333,1,1,1,1,1,4
0,1,1,0,1504,2003,3,112713.78,0,1,1,2,0,2
2,2,1,0,4235,2013,3,613.71,0,1,1,2,1,2
5,2,0,1,866,1969,4,32624.33,0,1,1,1,1,3
2,2,1,1,1230,1978,4,70211.32,0,1,1,1,2,1
5,1,0,0,2099,2004,1,74775.68,0,1,1,2,2,4
0,2,0,0,65,1993,2,101.1,1,1,0,1,1,4
1,3,1,0,1897,2008,3,73216.32,0,1,0,2,2,2
5,2,0,0,2229,1999,2,76264.57,0,1,1,2,2,4
0,1,0,0,3689,2004,2,79743.81,0,0,0,2,2,4
5,2,0,0,2999,2010,2,61481.73,0,1,1,2,3,4
5,2,1,0,1441,2012,3,55392.99,0,1,1,2,3,2
0,0,1,0,1440,1977,4,108002.37,0,1,1,1,0,2
5,3,1,1,2527,1986,3,17896.22,0,1,1,1,1,1
2,2,1,0,1338,2016,3,639.9571,1,1,0,2,1,2
5,2,0,0,1935,1987,1,161041.97,0,1,1,1,0,4
5,2,1,0,9349,2004,4,341.7415,1,1,0,2,1,2
5,3,0,0,2920,1993,1,108239.87,0,1,1,1,0,4
5,3,1,0,5264,2008,1,26726.64,0,1,1,2,1,2
5,3,0,1,3255,1976,2,31612.51,0,1,0,1,1,3
0,0,1,0,1015,2006,4,90037.16,0,1,1,2,2,2
4,2,0,0,1462,1977,2,51664.53,0,1,1,1,3,4
5,3,0,0,894,1902,4,739.4609,1,1,0,0,1,4
5,3,0,0,1159,2005,3,130.4348,1,1,1,2,1,4
5,2,1,0,18460,1989,3,955.07,0,1,0,1,1,2
5,1,1,0,1863,1898,1,68198.34,0,1,0,0,3,2
0,2,1,0,4385,2001,1,95500.28,0,1,0,2,2,2
5,3,0,0,3018,1959,1,69449.42,0,1,1,1,3,4
5,0,1,0,4229,2006,2,35851.6,0,1,1,2,3,2
5,2,1,0,628,1997,4,106795.83,0,0,1,2,2,2
2,2,1,0,133,2002,4,17602.91,0,1,1,2,1,2
0,1,1,0,164,1978,2,55339.35,0,1,1,1,3,2
5,3,1,0,1419,1984,2,46333.51,0,1,1,1,3,2
5,2,0,0,532,1919,1,66930.01,0,1,1,0,3,4
5,0,1,1,3102,2001,3,81781.43,0,1,1,2,2,1
5,3,1,0,2355,2005,1,95592.88,0,0,1,2,2,2
5,2,1,0,2650,1847,2,103893.14,0,1,0,0,2,2
5,3,0,0,1930,1986,4,278250.32,0,0,1,1,0,4
2,1,0,1,3048,1996,2,230843.7,0,1,0,2,0,3
5,2,1,0,639,1989,2,560.1519,1,1,1,1,1,2
5,3,1,0,3148,2001,3,883.815,1,1,1,2,1,2
5,2,1,0,206,1999,3,81615.63,0,1,1,2,2,2
0,3,1,0,4029,2000,4,98946.91,0,1,1,2,2,2
0,3,1,0,3182,2012,3,141608.28,0,1,1,2,0,2
5,0,1,0,4220,1990,2,61680.23,0,1,1,1,3,2
0,3,1,0,5879,1911,2,136667.62,0,1,1,0,0,2
0,3,1,0,1469,2010,2,87161.04,0,1,1,2,2,2
2,3,1,0,1050,1981,3,111872.73,0,1,0,1,0,2
5,2,1,0,4406,1997,2,69711.77,0,1,1,2,3,2
5,2,0,0,3196,2001,2,4519.36,0,1,1,2,1,4
5,3,0,0,2324,2006,1,115365.49,0,1,1,2,0,4
5,3,1,0,913,2005,4,20395.29,0,1,1,2,1,2
5,2,0,0,2125,2015,4,74082.44,0,1,0,2,2,4
5,0,1,0,882,1992,4,74142.44,0,1,1,1,2,2
2,3,0,0,1390,1968,3,54798.48,0,1,1,1,3,4
2,2,1,0,1876,1855,3,78471.91,0,1,1,0,2,2
5,1,1,0,4025,1986,4,52457.42,0,1,0,1,3,2
1,3,1,0,499,1997,2,128720.83,0,1,0,2,0,2
2,3,1,0,5273,1999,2,11221.77,0,1,1,2,1,2
5,1,1,1,1777,2000,4,127500.61,0,1,0,2,0,1
5,3,1,0,367,1932,2,1366.14,0,1,1,0,1,2
1,2,0,0,368,1995,3,174657.07,0,1,1,1,0,4
5,3,1,0,4059,1999,1,67794.35,0,1,1,2,3,2
5,2,1,0,632,2007,4,13657.13,0,1,1,2,1,2
5,0,1,0,2300,1999,2,50565.64,0,1,1,2,3,2
5,0,0,1,9317,1984,1,89787.25,0,1,0,1,2,3
5,3,1,0,1561,1837,2,140719.27,0,1,1,0,0,2
0,1,0,0,1403,2013,3,76392.47,0,1,0,2,2,4
5,3,1,0,1712,1873,2,84698.17,0,0,1,0,2,2
2,0,0,0,1462,2001,2,151.3908,1,1,1,2,1,4
2,3,0,0,1288,2005,4,106195.76,0,0,1,2,2,4
5,2,1,1,3110,2005,3,109177.73,0,0,1,2,0,1
5,3,1,0,3851,2003,2,148.35,1,1,0,2,1,2
5,3,0,0,343,1946,4,198208.82,0,0,1,1,0,4
5,2,1,0,711,1975,2,46505.01,0,1,1,1,3,2
5,3,1,0,3326,1995,4,133574.03,0,0,1,1,0,2
2,3,1,0,2473,1994,3,42394.72,0,1,1,1,3,2
2,2,1,0,4634,1909,2,105121.77,0,1,0,0,2,2
5,2,1,0,1541,1998,2,73678.34,0,1,1,2,2,2
5,3,1,0,3629,1968,2,33946.37,0,1,1,1,3,2
5,3,0,0,7739,2004,4,149454.94,0,0,1,2,0,4
5,2,1,0,1211,1876,2,122.65,1,1,0,0,1,2
5,3,1,0,4735,2012,3,88641.79,0,1,1,2,2,2
0,1,0,0,776,1995,2,498.4575,1,1,0,1,1,4
5,1,1,0,2492,2009,3,118685.84,0,1,1,2,0,2
5,2,1,0,3012,1851,2,195260.95,0,1,1,0,0,2
5,3,0,0,4092,1852,4,147550.66,0,1,0,0,0,4
5,2,1,0,4778,2002,4,35337.63,0,1,1,2,3,2
5,2,0,0,988,1984,3,111820.03,0,1,0,1,0,4
0,1,1,0,2830,1950,4,58930.37,0,0,1,1,3,2
2,0,0,0,1182,2003,3,27366.69,0,1,1,2,1,4
0,3,1,0,3529,2009,4,116524.43,0,0,1,2,0,2
5,1,1,0,994,2001,1,154722.76,0,1,0,2,0,2
0,3,0,0,980,1916,2,502.7575,1,1,1,0,1,4
5,3,1,0,857,2001,1,117750.3,0,1,1,2,0,2
5,2,1,0,1988,1995,2,62525.28,0,1,0,1,3,2
1,3,1,0,4853,1998,2,59496.08,0,1,1,2,3,2
5,3,0,0,3380,1965,4,144834.39,0,0,1,1,0,4
5,1,0,0,70702,2013,4,106526.6,0,1,1,2,2,4
5,1,1,0,4517,1843,3,118342.53,0,1,0,0,0,2
5,1,1,0,3284,2008,1,110009.8,0,1,0,2,0,2
0,0,1,0,1638,1991,2,327.9435,1,1,1,1,1,2
2,2,0,0,2341,1946,1,786.188,1,1,1,1,1,4
5,3,0,0,1764,1960,2,8352.99,3,1,0,1,1,4
5,2,0,0,300,1980,2,466.7417,1,1,1,1,1,4
5,3,1,0,4372,2004,2,128.12,1,1,0,2,1,2
5,2,0,0,4226,1998,4,29039.66,0,1,1,2,1,4
2,3,1,0,2100,1979,4,71761.36,0,0,1,1,2,2
5,3,0,0,3143,2005,4,122819.19,0,1,0,2,0,4
2,2,0,1,895,1998,2,178593.34,0,1,1,2,0,3
5,3,0,0,161,2006,1,142934.18,0,0,1,2,0,4
5,3,0,0,4946,1969,3,21126.77,0,1,1,1,1,4
5,2,1,0,2275,1998,2,39466.7,0,1,1,2,3,2
4,3,1,0,3998,2000,2,111.99,1,1,1,2,1,2
5,3,0,0,1981,1999,3,61865.65,0,1,1,2,3,4
0,3,0,0,46716,2003,2,83682.92,0,1,1,2,2,4
5,1,1,0,2650,2000,4,5998.04,0,1,0,2,1,2
5,0,0,0,1743,2005,3,87580.04,0,1,0,2,2,4
1,2,0,0,986,1981,3,105497.22,0,1,1,1,2,4
5,3,1,1,1365,1998,4,19049.0,0,1,1,2,1,1
0,3,1,0,15023,2002,0,8779.56,0,1,0,2,1,2
2,0,1,0,4368,1997,2,30866.77,0,1,0,2,1,2
5,0,0,1,878,1971,3,78938.68,0,1,1,1,2,3
5,2,1,0,3739,2007,2,73841.92,0,0,1,2,2,2
2,3,0,0,479,1988,4,178.8675,1,1,1,1,1,4
5,2,0,0,3365,2004,2,36140.17,0,1,1,2,3,4
5,2,0,1,3641,2001,4,24628.24,0,1,1,2,1,3
5,3,1,0,4047,2001,1,118256.41,0,1,1,2,0,2
0,0,1,0,2141,1837,1,64806.5,0,1,1,0,3,2
0,3,1,0,5880,1850,3,15268.45,0,1,1,0,1,2
0,1,0,0,352,1996,4,91410.91,0,0,0,2,2,4
5,3,1,1,1108,1903,2,85314.64,0,1,1,0,2,1
5,3,1,0,760,1989,1,223128.23,0,1,1,1,0,2
5,2,1,0,2426,2007,1,100051.66,0,1,1,2,2,2
5,3,1,0,1938,1985,4,262556.25,0,1,1,1,0,2
5,2,0,0,764,2012,4,77786.93,0,1,1,2,2,4
0,3,1,0,4268,1994,3,208798.89,0,1,1,1,0,2
5,3,0,0,3000,1996,1,133618.25,0,1,1,2,0,4
5,2,0,0,3302,1987,2,116663.12,0,1,0,1,0,4
5,2,1,0,2641,2007,4,35670.63,0,1,1,2,3,2
5,2,0,0,407,2007,2,133843.64,0,1,0,2,0,4
5,0,1,1,4596,1994,4,20742.96,0,1,1,1,1,1
0,1,0,1,2297,2011,4,76686.56,0,1,0,2,2,3
5,2,0,0,288,2007,1,57206.3,0,1,1,2,3,4
5,3,1,0,4929,2006,4,60676.5,0,1,1,2,3,2
2,2,1,0,630,1867,2,139191.66,0,1,1,0,0,2
5,0,1,0,944,1991,1,49684.23,0,1,1,1,3,2
1,3,1,0,1837,1989,1,41472.69,0,1,1,1,3,2
5,3,0,0,3302,1983,3,102887.78,0,0,1,1,2,4
5,0,1,0,3282,2011,4,67689.82,0,0,1,2,3,2
5,1,1,1,1431,1964,2,63435.85,0,1,1,1,3,1
5,1,1,0,3676,2005,4,76422.16,0,1,0,2,2,2
0,2,1,0,195656,1984,3,11215.17,0,1,1,1,1,2
2,0,0,0,4761,1898,1,123856.7,0,1,1,0,0,4
5,3,0,0,1829,1999,4,281582.84,0,0,0,2,0,4
5,1,1,0,688,2007,4,34142.98,0,1,0,2,3,2
5,3,1,0,1815,1968,3,94145.53,0,1,1,1,2,2
5,3,1,0,4952,1936,3,7084.3,0,1,1,0,1,2
0,3,1,0,96022,1999,2,80519.65,0,1,1,2,2,2
2,0,0,0,2295,1996,3,37123.28,0,1,1,2,3,4
5,3,1,0,1041,1940,1,95783.58,0,1,1,0,2,2
0,3,1,1,4128,2003,4,125070.15,0,1,1,2,0,1
2,3,1,0,253,2002,2,66576.59,0,1,1,2,3,2
2,3,0,0,724,1998,3,7546.99,0,1,0,2,1,4
1,3,0,1,3553,2006,3,76258.47,0,1,1,2,2,3
0,2,1,0,1398,1996,3,25181.4,0,1,1,2,1,2
5,0,1,1,3914,1995,4,75883.69,0,1,1,1,2,1
5,1,1,1,3724,1977,1,29480.3,0,1,0,1,1,1
0,1,0,0,1520,1870,4,88455.82,0,1,0,0,2,4
5,2,0,0,1961,1998,4,91831.89,0,1,0,2,2,4
4,0,0,0,3449,2009,2,130701.58,0,0,0,2,0,4
5,1,1,0,704,1998,1,135965.33,0,1,0,2,0,2
5,3,0,0,2036,2005,3,83329.46,0,0,1,2,2,4
5,3,1,0,4152,1891,3,101.71,1,1,1,0,1,2
5,2,1,0,21152,1997,3,60371.56,0,1,1,2,3,2
5,3,1,0,1751,1992,1,35090.87,0,0,0,1,3,2
5,2,0,0,1410,2008,1,19519.52,0,1,1,2,1,4
5,3,0,0,2804,1937,4,33641.94,0,1,1,0,1,4
5,1,1,0,3145,1831,3,62740.98,0,1,0,0,3,2
5,2,0,1,1232,1970,1,85432.82,0,1,1,1,2,3
5,2,1,0,1962,1996,1,108434.57,0,1,1,2,0,2
2,1,1,0,1485,2010,4,73469.66,0,1,0,2,2,2
5,2,0,0,3633,1974,1,56197.6,0,1,1,1,3,4
5,3,0,0,1250,1998,2,125470.03,0,1,1,2,0,4
5,3,1,0,207,1925,4,3589.51,0,1,1,0,1,2
2,2,1,0,914,1986,3,45823.73,0,1,1,1,3,2
5,1,1,0,4025,1850,1,79377.75,0,1,0,0,2,2
5,3,1,0,1769,2005,4,22362.38,0,0,1,2,1,2
5,1,0,0,3528,1945,1,47052.99,0,1,0,0,3,4
5,3,0,1,76342,2006,4,40369.43,0,1,0,2,3,3
0,2,1,0,1063,1987,2,30912.39,0,1,0,1,1,2
5,0,0,0,3292,2002,1,121437.39,0,1,1,2,0,4
5,3,0,1,1435,1997,4,155421.17,0,1,1,2,0,3
5,3,1,0,376,1963,2,7178.49,0,1,1,1,1,2
5,2,1,0,3477,1850,2,124550.61,0,1,1,0,0,2
5,3,1,0,982,2007,2,53367.94,0,0,1,2,3,2
2,1,1,0,473,1946,1,32729.39,0,1,1,1,1,2
5,3,0,0,1008,2012,3,563.3494,1,1,1,2,1,4
5,2,0,0,4302,2009,4,125624.38,0,1,1,2,0,4
5,2,0,0,1464,1872,4,12530.5,0,1,0,0,1,4
0,0,1,1,2052,1996,1,70420.68,0,1,1,2,2,1
5,2,0,0,1656,1902,2,93379.96,0,1,0,0,2,4
5,3,1,0,1903,1981,4,92440.74,0,1,1,1,2,2
5,0,0,1,1578,2005,4,86711.8,0,1,0,2,2,3
5,3,1,1,2022,1990,2,151306.19,0,1,1,1,0,1
5,0,0,0,364,2004,3,112724.27,0,1,1,2,0,4
0,2,0,0,4954,1990,4,250.7276,1,1,0,1,1,4
5,3,0,0,4585,1994,2,100.73,1,1,0,1,1,4
5,3,1,0,20146,2003,1,89567.82,0,0,1,2,2,2
5,2,1,0,1624,1852,4,36837.82,0,1,0,0,3,2
2,2,0,0,3797,1989,3,48903.81,0,1,0,1,3,4
0,3,1,0,3060,2008,2,196354.31,0,1,0,2,0,2
0,2,1,0,960,1988,1,89467.92,0,1,1,1,2,2
5,2,0,1,-26,1954,3,81982.27,0,1,1,1,2,3
5,3,1,0,2033,2001,2,843.0144,1,1,1,2,1,2
2,3,0,0,5752,1987,3,48492.48,0,1,1,1,3,4
1,3,1,0,1096,1999,3,27657.93,0,1,0,2,1,2
5,3,1,0,15383,2004,3,82540.63,0,1,1,2,2,2
5,2,1,0,1116,1998,4,18821.35,0,1,0,2,1,2
0,3,0,0,953,2007,2,373.7218,1,1,0,2,1,4
0,1,1,0,2342,1872,4,213646.91,0,1,1,0,0,2
5,1,0,0,3023,2006,1,162966.65,0,1,1,2,0,4
5,2,0,0,2491,1894,4,80176.48,0,0,0,0,2,4
5,2,0,0,2607,1997,2,39871.62,0,1,1,2,3,4
5,3,1,1,2726,1964,2,65214.95,0,1,0,1,3,1
2,3,0,0,339,1974,4,136189.36,0,1,0,1,0,4
5,3,1,1,1775,2000,4,47429.39,0,1,1,2,3,1
5,2,1,0,3230,1845,1,137798.77,0,1,0,0,0,2
5,1,1,0,6292,2001,2,20195.36,0,1,0,2,1,2
2,2,1,0,4040,1922,3,31299.58,0,1,1,0,1,2
5,1,0,1,3083,1986,2,78618.72,0,1,1,1,2,3
5,3,1,0,2763,2011,4,28808.16,0,1,1,2,1,2
2,2,0,0,2682,1996,1,108165.63,0,1,1,2,0,4
5,2,1,0,2312,2012,4,120459.53,0,1,0,2,0,2
4,3,0,0,1760,2005,1,39065.01,0,1,1,2,3,4
0,3,0,0,2271,1997,4,18482.72,0,1,1,2,1,4
5,2,0,0,137264,2007,4,127163.7,0,0,0,2,0,4
5,2,0,0,2652,1956,3,154893.4,0,1,1,1,0,4
5,2,1,0,2851,1987,4,27617.06,0,1,1,1,1,2
2,2,1,1,990,1996,2,110740.32,0,1,1,2,0,1
5,0,0,0,694,2004,2,48445.49,0,1,0,2,3,4
5,3,1,0,1851,2007,2,58934.94,0,1,1,2,3,2
5,3,0,0,514,2002,2,30794.59,0,1,0,2,1,4
0,3,1,0,3762,2010,1,27984.17,0,1,1,2,1,2
5,2,1,1,1035,2012,4,132295.56,0,1,1,2,0,1
1,2,0,0,5595,1891,2,63065.81,0,1,1,0,3,4
5,2,1,0,85162,1890,3,108680.94,0,0,1,0,0,2
5,2,1,0,6569,2011,3,7417.8,0,1,1,2,1,2
0,3,0,0,5419,2006,3,73062.29,0,0,1,2,2,4
5,2,1,0,2090,1997,3,68325.1,0,1,1,2,3,2
2,2,1,1,2876,2001,4,38385.5,0,1,1,2,3,1
5,2,1,0,59,1997,2,35918.04,0,1,1,2,3,2
2,0,1,0,4591,1994,2,4865.42,0,1,1,1,1,2
2,0,1,0,4987,1999,2,50758.41,0,1,1,2,3,2
0,3,0,0,2382,2000,4,498.1069,1,1,1,2,1,4
5,2,1,0,4197,1963,2,47130.03,0,1,1,1,3,2
2,2,0,0,1861,2014,2,94251.51,0,1,1,2,2,4
5,3,1,0,965,2005,3,71431.04,0,1,1,2,2,2
2,3,0,1,1205,1985,4,139757.4,0,1,1,1,0,3
5,3,1,0,2868,1994,1,165081.08,0,1,1,1,0,2
4,3,1,0,1942,1838,2,85195.29,0,1,1,0,2,2
5,1,0,1,2337,2000,4,68153.11,0,1,0,2,3,3
2,2,0,0,106,1839,3,37056.91,0,1,1,0,3,4
2,3,0,0,2081,1946,4,763.908,1,1,0,1,1,4
1,3,0,0,3996,1922,4,24198.98,0,0,1,0,1,4
5,3,1,0,1882,1985,1,49110.34,0,1,1,1,3,2
2,0,0,0,1645,1970,3,73370.72,0,1,1,1,2,4
3,1,1,0,2831,1882,3,654.57,0,1,0,0,1,2
4,1,1,0,16,2012,0,116642.32,0,1,0,2,0,2
5,3,1,0,481,2002,2,93075.14,0,1,1,2,2,2
5,3,1,0,1172,2002,3,158.5,0,1,1,2,1,2
5,3,1,0,4589,1985,1,81132.15,0,1,1,1,2,2
2,1,0,0,4125,1971,4,189705.87,0,1,0,1,0,4
5,3,1,0,4078,1968,4,35652.1,0,1,1,1,3,2
5,1,0,0,4809,1843,2,69255.29,0,1,0,0,3,4
5,2,1,0,2608,1999,4,9371.99,0,1,1,2,1,2
5,3,1,0,1292,1887,2,105692.81,0,1,1,0,2,2
0,2,0,0,2243,2007,1,129458.05,0,0,1,2,0,4
5,2,0,0,1754,1960,2,78108.83,0,1,0,1,2,4
3,2,0,0,1539,1976,4,83381.33,0,0,1,1,2,4
5,2,0,0,2603,1984,3,201488.46,0,0,0,1,0,4
5,3,0,0,21155,1997,2,138.76,1,1,0,2,1,4
5,3,1,0,2499,2011,3,16157.7,0,1,0,2,1,2
5,2,0,0,1278,2005,4,104360.68,0,1,0,2,2,4
5,3,1,0,1255,1996,2,65716.54,0,1,1,2,3,2
2,3,1,0,1699,1953,2,24996.66,0,1,1,1,1,2
2,3,1,1,2067,2006,4,65945.6,0,1,1,2,3,1
5,2,1,0,1212,1998,4,3566.95,0,1,0,2,1,2
5,1,0,0,9288,1999,3,67923.23,0,1,0,2,3,4
5,2,1,0,3726,1996,0,37665.99,0,1,0,2,3,2
5,2,1,1,2492,2008,2,97058.11,0,1,1,2,2,1
5,2,0,0,1334,1998,2,30869.08,0,1,1,2,1,4
1,2,1,0,4877,1918,4,69479.59,0,1,1,0,3,2
5,2,1,0,1498,2005,4,28118.85,0,1,0,2,1,2
5,1,1,0,3477,1978,3,656.0788,1,1,0,1,1,2
1,3,1,0,2483,2008,1,40475.41,0,1,1,2,3,2
5,1,0,0,619,1993,2,484.6503,1,1,0,1,1,4
2,1,0,1,3892,2007,1,93750.89,0,1,0,2,2,3
0,3,1,0,1343,1855,2,112.68,1,1,0,0,1,2
5,2,0,0,283,1998,4,560.7972,1,1,0,2,1,4
5,3,0,0,1305,1995,3,217313.08,0,0,1,1,0,4
0,3,1,0,2901,1971,2,95974.61,0,1,1,1,2,2
5,3,0,0,3062,2001,2,198752.64,0,0,0,2,0,4
0,3,0,0,3106,1999,2,18176.31,0,1,0,2,1,4
5,3,1,0,2788,1998,2,62213.49,0,0,1,2,3,2
5,1,1,0,2651,2003,3,159861.85,0,1,1,2,0,2
5,2,0,0,1687,1952,1,43940.9,0,1,1,1,3,4
5,3,1,0,4392,1968,1,68477.85,0,1,1,1,3,2
2,2,1,0,193,1991,2,100988.61,0,1,1,1,2,2
2,1,1,0,2750,1948,4,62811.19,0,1,0,1,3,2
0,2,0,0,2232,2013,3,66953.59,0,1,1,2,3,4
5,3,1,0,4063,1998,2,40223.97,0,1,1,2,3,2
5,1,1,1,1256,1919,4,104509.0,0,1,1,0,2,1
5,3,1,0,292,2005,4,38059.89,0,1,1,2,3,2
5,1,1,0,3111,1978,2,85089.47,0,1,0,1,2,2
5,2,1,0,3389,1885,1,113151.51,0,1,1,0,0,2
5,2,0,0,4802,1847,3,126232.53,0,1,0,0,0,4
2,3,1,1,2927,2008,4,144506.3,0,1,1,2,0,1
0,3,1,0,1666,1968,3,89084.75,0,1,1,1,2,2
2,2,1,0,413,1950,3,55242.03,0,1,1,1,3,2
5,1,1,1,1066,1911,4,6247.61,0,0,1,0,1,1
5,0,1,0,1228,1863,2,114775.39,0,1,1,0,0,2
5,1,0,0,2359,1909,1,114990.19,0,1,1,0,0,4
5,2,1,0,499,1996,1,136654.23,0,1,0,2,0,2
2,0,1,0,301,1933,3,62032.26,0,1,1,0,3,2
0,3,1,0,98046,2011,2,213660.93,0,1,1,2,0,2
2,3,1,0,4482,2006,3,13920.26,0,1,1,2,1,2
5,2,0,1,1009,2010,4,92678.0,0,0,0,2,2,3
0,2,1,0,4982,1977,4,39100.95,0,1,1,1,3,2
5,2,1,0,2089,2007,4,232680.65,0,1,1,2,0,2
5,3,0,0,467,1993,4,158586.09,0,0,0,1,0,4
5,2,0,0,2099,2001,2,40104.3,0,1,0,2,3,4
2,0,1,0,1002,1995,3,31781.11,0,1,1,1,1,2
